# co-doping HYPOTHESIS GENERATOR v2 (ML-assisted). NOT validated — co-doping 실측/계산 라벨 없음. 후보 제안용이며 예측기가 아님.
# method: ridge(47 single dopants, LOOCV lambda) coefficients transplanted to pair features + 8 physics interaction terms distilled from v1 heuristic (weighted ridge: listed 1.0 / unlisted~0 weight 0.1). ml_score = base_z + sum(v_j*inter_j); uncertainty = internal LOOCV-residual propagation only.
# columns: gap_min = min(gap_lit_eV) 문헌 큐레이션 값(우리 계산 갭 아님); air_max = HSAB 정성등급 큐레이션; transport_min = min(bvs_x005) BVS proxy(절대 σ 아님); joint_window_V = max(ox)-min(red) 상보 가정; window_gain = joint_window_V - max(단일 도펀트 창) — 0 이면 상보가 발동하지 않고 더 나은 한쪽 창을 그대로 물려받은 것(전체 1081쌍의 ~70%가 정확히 0).
# applicability domain (Sendek 2017 EES 10,306 §3.4 이식 — 열 3종 추가): ad_d = 47 도펀트 훈련셋 PCA-분산 정규화 중심거리(훈련 점들의 평균 = 1); ad_eps = leave-one-dopant-out 47 재적합 예측의 표준편차(모델 불안정성); ad_A = 적용영역 판정(1 = ad_d <= 2, 0 = 외삽 = 순위 신뢰 낮음). 역설계/champion 선정 시 ad_A=0 은 winner's curse 위험군으로 취급할 것.
rank,pairA,pairB,ml_score,uncertainty,joint_window_V,window_gain,transport_min,gap_min,air_max,top_interaction,tags,ad_d,ad_eps,ad_A
858,AlF3,GeO2,-1.1871,0.273,0.768,0.000,0.8297,4.5,0.45,group_cross*joint_window,oxyfluoride|weak-transport,1.416,0.093,1
859,CoO,LaF3,-1.1919,0.256,0.418,0.000,0.8784,2.5,0.60,de_avg*joint_window,oxyfluoride|cross-group|collapse-member,0.995,0.121,1
860,La2O3,V2O5,-1.1968,0.356,0.519,0.149,0.8693,2.3,0.20,disorder_max*dose_slope_min,anode<->cathode|cross-group,0.915,0.056,1
861,La2O3,Ta2O5,-1.1978,0.370,0.504,0.134,0.8727,4.0,0.20,group_cross*joint_window,anode<->cathode|cross-group,0.704,0.050,1
862,La2O3,MnO,-1.2067,0.314,0.370,0.000,0.8535,3.9,0.20,group_cross*joint_window,cross-group|weak-transport|collapse-member,0.873,0.065,1
863,SiO2,SrO,-1.2069,0.201,0.726,0.000,0.8684,6.0,0.20,joint_window*gap_min,cross-group,0.861,0.066,1
864,CrO3,TiF4,-1.2093,0.280,0.423,0.012,0.8668,2.0,0.45,-group_cross*joint_window,oxyfluoride,0.776,0.060,1
865,CrO3,Cu2O,-1.2102,0.477,0.411,0.000,0.8668,2.0,1.00,de_avg*joint_window,air-protect,1.445,0.084,1
866,BaO,Nb2O5,-1.2106,0.431,0.354,0.000,0.8893,3.4,0.20,group_cross*joint_window,cross-group,0.736,0.103,1
867,Cu2O,HfO2,-1.2108,0.453,0.754,0.000,0.8597,2.1,1.00,disorder_max*dose_slope_min,air-protect|weak-transport,1.905,0.085,1
868,BaO,Ta2O5,-1.2153,0.337,0.354,0.000,0.8766,4.0,0.20,group_cross*joint_window,cross-group,0.982,0.071,1
869,MoO3,Ta2O5,-1.2170,0.518,0.423,0.009,0.8419,3.0,0.20,joint_window*transport_min,weak-transport,0.764,0.147,1
870,AlF3,Na2O,-1.2190,0.198,0.768,0.000,0.8427,5.0,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.681,0.067,1
871,GeO2,MgF2,-1.2201,0.425,0.797,0.000,0.8297,4.5,0.45,transport_min*blocking_max,oxyfluoride|cross-group|weak-transport,1.799,0.061,1
872,SrO,V2O5,-1.2212,0.399,0.343,0.000,0.8693,2.3,0.20,disorder_max*dose_slope_min,cross-group,0.896,0.094,1
873,CoO,NdF3,-1.2287,0.258,0.402,0.000,0.8566,2.5,0.60,de_avg*joint_window,oxyfluoride|cross-group|weak-transport|collapse-member,0.991,0.108,1
874,CrO3,Nb2O5,-1.2287,0.435,0.411,0.000,0.8668,2.0,0.20,air_max*gap_min,,0.690,0.115,1
875,Nd2O3,V2O5,-1.2406,0.322,0.524,0.122,0.8693,2.3,0.20,group_cross*joint_window,anode<->cathode|cross-group,1.235,0.053,1
876,Cu2O,WO3,-1.2590,0.447,0.423,0.000,0.8680,2.1,1.00,air_max*transport_min,air-protect,1.305,0.088,1
877,CoO,MnO,-1.2650,0.751,0.118,0.079,0.8535,2.5,0.60,de_avg*joint_window,anode<->cathode|weak-transport|collapse-member,1.054,0.159,1
878,Ag2O,ZrO2,-1.2660,0.629,0.427,0.010,0.8694,1.3,1.00,de_avg*joint_window,air-protect,1.427,0.103,1
879,MgO,TiO2,-1.2696,0.138,0.735,0.000,0.8641,3.2,0.20,joint_window*gap_min,cross-group|weak-transport,0.925,0.087,1
880,MoO3,V2O5,-1.2756,0.529,0.414,0.000,0.8419,2.3,0.20,disorder_max*dose_slope_min,weak-transport,0.849,0.134,1
881,MgO,ScF3,-1.2767,0.301,0.834,0.000,0.8932,7.8,0.45,joint_window*transport_min,oxyfluoride|cross-group|insulating,1.502,0.065,1
882,Ag2O,SiO2,-1.2777,0.561,0.726,0.000,0.8684,1.3,1.00,disorder_max*dose_slope_min,cross-group|air-protect,1.707,0.085,1
883,La2O3,TiO2,-1.2790,0.174,0.501,0.131,0.8641,3.2,0.20,group_cross*joint_window,anode<->cathode|cross-group|weak-transport,0.690,0.071,1
884,Li2O,NdF3,-1.2853,0.271,0.898,0.000,0.8566,7.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating|weak-transport,1.069,0.061,1
885,AlF3,YF3,-1.2993,0.397,0.848,0.000,0.8427,10.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,0.912,0.088,1
886,GeO2,ScF3,-1.3004,0.370,0.834,0.000,0.8297,4.5,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.418,0.087,1
887,Nd2O3,Sm2O3,-1.3049,0.339,0.501,0.000,0.8759,4.6,0.20,joint_window*gap_min,,0.923,0.052,1
888,CrO3,Ta2O5,-1.3059,0.447,0.423,0.012,0.8668,2.0,0.20,air_max*gap_min,,0.821,0.122,1
889,MgF2,SnO2,-1.3175,0.315,0.797,0.000,0.8699,3.6,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.297,0.068,1
890,Ta2O5,WO3,-1.3202,0.482,0.423,0.000,0.8680,2.7,0.20,air_max*gap_min,,0.817,0.138,1
891,Na2O,SiO2,-1.3203,0.158,0.726,0.000,0.8624,5.0,0.20,joint_window*gap_min,cross-group|weak-transport,0.933,0.069,1
892,CaF2,NdF3,-1.3417,0.401,0.898,0.000,0.8566,9.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,1.347,0.099,1
893,Li2O,ScF3,-1.3442,0.297,0.898,0.000,0.8828,7.0,0.45,joint_window*transport_min,oxyfluoride|cross-group|insulating,1.493,0.072,1
894,CaF2,TiO2,-1.3488,0.218,0.898,0.000,0.8641,3.2,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.367,0.057,1
895,BaO,CaF2,-1.3504,0.331,0.898,0.000,0.8774,4.0,0.45,group_cross*joint_window,oxyfluoride,1.449,0.065,1
896,GeO2,YF3,-1.3549,0.254,0.848,0.000,0.8297,4.5,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.277,0.065,1
897,Fe2O3,LaF3,-1.3676,0.321,0.418,0.000,0.8784,2.2,0.45,group_cross*joint_window,oxyfluoride|cross-group|collapse-member,1.152,0.075,1
898,Ag2O,TiF4,-1.3765,0.629,0.423,0.006,0.8694,1.3,1.00,de_avg*joint_window,oxyfluoride|air-protect,1.356,0.104,1
899,BaO,MgO,-1.3853,0.275,0.735,0.000,0.8893,4.0,0.20,joint_window*gap_min,,1.007,0.088,1
900,LaF3,Nd2O3,-1.3930,0.334,0.445,0.027,0.8784,4.7,0.45,joint_window*gap_min,oxyfluoride,1.797,0.057,1
901,CoO,MgO,-1.3980,0.448,0.735,0.000,0.9112,2.5,0.60,joint_window*gap_min,cross-group|collapse-member,0.947,0.078,1
902,MgF2,TiF4,-1.3990,0.486,0.797,0.000,0.8699,7.0,0.45,air_max*gap_min,cross-group|insulating,1.382,0.116,1
903,Ag2O,AlF3,-1.4045,0.782,0.768,0.000,0.8427,1.3,1.00,joint_window*gap_min,oxyfluoride|cross-group|air-protect|weak-transport,2.382,0.094,0
904,MgO,SrO,-1.4137,0.233,0.735,0.000,0.8737,6.0,0.20,group_cross*joint_window,,0.957,0.066,1
905,MgF2,SiO2,-1.4144,0.273,0.797,0.000,0.8684,9.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,0.991,0.063,1
906,CaF2,CoO,-1.4214,0.326,0.898,0.000,0.8774,2.5,0.60,joint_window*gap_min,oxyfluoride|cross-group|collapse-member,1.548,0.059,1
907,MgF2,NiO,-1.4246,0.432,0.797,0.000,0.8699,4.0,0.60,joint_window*gap_min,oxyfluoride|cross-group|collapse-member,1.354,0.092,1
908,LiF,ZrO2,-1.4347,0.569,0.898,0.000,0.8889,5.5,0.45,joint_window*transport_min,oxyfluoride|cross-group,1.091,0.052,1
909,MgO,ZnO,-1.4383,0.108,0.735,0.000,0.8633,3.3,0.60,joint_window*gap_min,cross-group|weak-transport,1.116,0.070,1
910,NiO,TiF4,-1.4433,0.489,0.307,0.000,0.8729,4.0,0.60,de_avg*joint_window,oxyfluoride|collapse-member,1.023,0.144,1
911,MnO,Ta2O5,-1.4459,0.490,0.310,0.000,0.8535,3.9,0.20,joint_window*transport_min,weak-transport|collapse-member,1.012,0.135,1
912,MgO,ZrO2,-1.4520,0.848,0.735,0.000,0.9112,5.5,0.20,joint_window*gap_min,cross-group,0.706,0.110,1
913,BaO,V2O5,-1.4576,0.331,0.354,0.000,0.8693,2.3,0.20,group_cross*joint_window,cross-group,0.776,0.086,1
914,AlF3,Cu2O,-1.4577,0.668,0.768,0.000,0.8427,2.1,1.00,joint_window*gap_min,oxyfluoride|cross-group|air-protect|weak-transport,2.070,0.088,0
915,Ag2O,Nb2O5,-1.4603,0.609,0.417,0.000,0.8694,1.3,1.00,disorder_max*dose_slope_min,air-protect,1.572,0.144,1
916,Li2O,TiO2,-1.4649,0.258,0.898,0.000,0.8641,3.2,0.20,joint_window*gap_min,cross-group|weak-transport,1.103,0.050,1
917,SiO2,YF3,-1.4655,0.312,0.848,0.000,0.8684,9.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,1.379,0.076,1
918,MgF2,SrO,-1.4686,0.515,0.797,0.000,0.8699,6.0,0.45,group_cross*joint_window,oxyfluoride,1.431,0.120,1
919,CoO,TiO2,-1.4697,0.474,0.307,0.000,0.8641,2.5,0.60,de_avg*joint_window,weak-transport|collapse-member,0.670,0.109,1
920,Li2O,ZrO2,-1.4704,0.469,0.898,0.000,0.8828,5.5,0.20,joint_window*transport_min,cross-group,0.880,0.050,1
921,MnO,ZrF4,-1.4718,0.559,0.165,0.000,0.8535,3.9,0.45,joint_window*transport_min,oxyfluoride|weak-transport|collapse-member,1.072,0.129,1
922,CaF2,TiF4,-1.4723,0.250,0.898,0.000,0.8729,7.0,0.45,air_max*gap_min,cross-group|insulating,1.326,0.061,1
923,GeO2,MgO,-1.4752,0.439,0.735,0.000,0.8297,4.5,0.20,transport_min*blocking_max,cross-group|weak-transport,1.512,0.073,1
924,TiO2,ZrF4,-1.4849,0.351,0.311,0.004,0.8641,3.2,0.45,de_avg*joint_window,oxyfluoride|weak-transport,0.724,0.074,1
925,CaO,ZnO,-1.4852,0.280,0.898,0.000,0.8633,3.3,0.60,joint_window*gap_min,cross-group|weak-transport,1.405,0.040,1
926,AlF3,CaO,-1.4891,0.333,0.898,0.000,0.8427,7.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating|weak-transport,1.373,0.067,1
927,V2O5,WO3,-1.4985,0.429,0.423,0.000,0.8680,2.3,0.20,air_max*gap_min,,0.574,0.112,1
928,LiF,TiF4,-1.4999,0.294,0.898,0.000,0.8729,7.0,0.45,disorder_max*dose_slope_min,cross-group|insulating,1.271,0.060,1
929,AlF3,MgO,-1.5034,0.211,0.768,0.000,0.8427,7.8,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating|weak-transport,1.501,0.064,1
930,Fe2O3,NdF3,-1.5108,0.325,0.402,0.000,0.8566,2.2,0.45,group_cross*joint_window,oxyfluoride|cross-group|weak-transport|collapse-member,1.265,0.063,1
931,CaO,NiO,-1.5138,0.794,0.898,0.000,0.9115,4.0,0.60,joint_window*transport_min,cross-group|collapse-member,1.226,0.077,1
932,CrO3,V2O5,-1.5154,0.406,0.411,0.000,0.8668,2.0,0.20,air_max*gap_min,,0.694,0.098,1
933,Ga2O3,LiF,-1.5183,0.454,1.114,0.216,0.8552,4.8,0.45,air_max*gap_min,anode<->cathode|oxyfluoride|cross-group|weak-transport,1.151,0.118,1
934,Li2O,YF3,-1.5264,0.300,0.898,0.000,0.8824,7.0,0.45,joint_window*transport_min,oxyfluoride|cross-group|insulating,1.277,0.063,1
935,MnO,ZrO2,-1.5313,0.573,0.165,0.000,0.8535,3.9,0.20,de_avg*joint_window,weak-transport|collapse-member,0.809,0.141,1
936,TiF4,ZrO2,-1.5386,0.501,0.311,0.004,0.8729,5.5,0.45,joint_window*gap_min,oxyfluoride,0.841,0.144,1
937,Ga2O3,Li2O,-1.5477,0.470,1.114,0.216,0.8552,4.8,0.20,transport_min*blocking_max,anode<->cathode|cross-group|weak-transport,1.097,0.135,1
938,MgO,Na2O,-1.5494,0.096,0.735,0.000,0.8624,5.0,0.20,joint_window*gap_min,cross-group|weak-transport,0.892,0.060,1
939,CaF2,CaO,-1.5503,0.422,0.898,0.000,0.8774,7.0,0.45,group_cross*joint_window,oxyfluoride|insulating,1.162,0.086,1
940,Nd2O3,ZrF4,-1.5557,0.470,0.402,0.000,0.8924,4.7,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.316,0.089,1
941,Li2O,TiF4,-1.5559,0.275,0.898,0.000,0.8729,7.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,1.271,0.062,1
942,CoO,Li2O,-1.5602,0.381,0.898,0.000,0.8828,2.5,0.60,joint_window*gap_min,cross-group|collapse-member,1.290,0.057,1
943,LiF,NdF3,-1.5652,0.413,0.898,0.000,0.8566,9.0,0.45,air_max*gap_min,cross-group|insulating|weak-transport,1.078,0.106,1
944,Cu2O,SiO2,-1.5679,0.411,0.726,0.000,0.8684,2.1,1.00,joint_window*gap_min,cross-group|air-protect,1.839,0.070,1
945,LiF,TiO2,-1.5697,0.246,0.898,0.000,0.8641,3.2,0.45,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.297,0.048,1
946,LiF,YF3,-1.5755,0.616,0.898,0.000,0.8824,10.0,0.45,disorder_max*dose_slope_min,cross-group|insulating,1.162,0.132,1
947,CaF2,SrO,-1.5757,0.365,0.898,0.000,0.8737,6.0,0.45,group_cross*joint_window,oxyfluoride,1.251,0.072,1
948,CoO,LiF,-1.5866,0.419,0.898,0.000,0.8889,2.5,0.60,joint_window*gap_min,oxyfluoride|cross-group|collapse-member,1.307,0.060,1
949,MgO,YF3,-1.5876,0.264,0.848,0.000,0.8824,7.8,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,1.229,0.053,1
950,CaO,Na2O,-1.5891,0.303,0.898,0.000,0.8624,5.0,0.20,disorder_max*dose_slope_min,cross-group|weak-transport,1.221,0.058,1
951,Cu2O,LaF3,-1.5937,0.483,0.418,0.000,0.8784,2.1,1.00,de_avg*joint_window,oxyfluoride|cross-group|air-protect,1.536,0.121,1
952,Ag2O,Ta2O5,-1.6001,0.611,0.423,0.006,0.8694,1.3,1.00,disorder_max*dose_slope_min,air-protect,1.575,0.154,1
953,Nd2O3,NiO,-1.6047,0.604,0.402,0.000,0.9115,4.0,0.60,group_cross*joint_window,cross-group|collapse-member,1.488,0.157,1
954,La2O3,ZrF4,-1.6074,0.413,0.370,0.000,0.8727,5.5,0.45,joint_window*gap_min,oxyfluoride|cross-group,0.884,0.092,1
955,CaF2,NiO,-1.6187,0.294,0.898,0.000,0.8774,4.0,0.60,joint_window*gap_min,oxyfluoride|cross-group|collapse-member,1.438,0.035,1
956,MgO,NiO,-1.6215,0.657,0.735,0.000,0.9112,4.0,0.60,joint_window*gap_min,cross-group|collapse-member,0.976,0.092,1
957,LiF,ScF3,-1.6247,0.540,0.898,0.000,0.8889,10.0,0.45,joint_window*transport_min,cross-group|insulating,1.503,0.140,1
958,CaO,SnO2,-1.6284,0.733,0.898,0.000,0.9078,3.6,0.20,joint_window*transport_min,cross-group,1.192,0.091,1
959,Ag2O,CaO,-1.6350,0.683,0.898,0.000,0.8694,1.3,1.00,joint_window*gap_min,cross-group|air-protect,2.010,0.107,0
960,CaO,LiF,-1.6398,0.543,0.898,0.000,0.8889,7.0,0.45,disorder_max*dose_slope_min,oxyfluoride|cross-group|insulating,1.060,0.092,1
961,CaF2,ScF3,-1.6492,0.495,0.898,0.000,0.8774,10.0,0.45,air_max*gap_min,cross-group|insulating,1.243,0.131,1
962,La2O3,LaF3,-1.6552,0.408,0.418,0.000,0.8727,5.5,0.45,joint_window*gap_min,oxyfluoride,0.966,0.084,1
963,TiO2,ZrO2,-1.6632,0.373,0.311,0.004,0.8641,3.2,0.20,de_avg*joint_window,weak-transport,0.748,0.087,1
964,CaO,GeO2,-1.6668,0.540,0.898,0.000,0.8297,4.5,0.20,transport_min*blocking_max,cross-group|weak-transport,1.395,0.063,1
965,Cu2O,NdF3,-1.6736,0.501,0.402,0.000,0.8566,2.1,1.00,de_avg*joint_window,oxyfluoride|cross-group|air-protect|weak-transport,1.440,0.103,1
966,LiF,SrO,-1.6747,0.490,0.898,0.000,0.8737,6.0,0.45,disorder_max*dose_slope_min,oxyfluoride|cross-group,1.157,0.083,1
967,Cu2O,LiF,-1.6970,0.739,0.898,0.000,0.8889,2.1,1.00,disorder_max*dose_slope_min,oxyfluoride|cross-group|air-protect,1.937,0.121,1
968,CaF2,SnO2,-1.7038,0.306,0.898,0.000,0.8774,3.6,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.654,0.039,1
969,MgF2,MgO,-1.7144,0.333,0.797,0.000,0.8699,7.8,0.45,group_cross*joint_window,oxyfluoride|insulating,1.263,0.082,1
970,Cu2O,MgO,-1.7252,0.998,0.735,0.000,0.9106,2.1,1.00,air_max*transport_min,cross-group|air-protect,1.557,0.131,1
971,MnO,V2O5,-1.7319,0.501,0.306,0.000,0.8535,2.3,0.20,joint_window*transport_min,weak-transport|collapse-member,0.815,0.137,1
972,CaO,MgF2,-1.7426,0.595,0.898,0.000,0.8699,7.0,0.45,group_cross*joint_window,oxyfluoride|insulating,1.469,0.148,1
973,BaO,LiF,-1.7479,0.330,0.898,0.000,0.8889,4.0,0.45,joint_window*transport_min,oxyfluoride|cross-group,1.382,0.044,1
974,Ag2O,V2O5,-1.7508,0.607,0.417,0.000,0.8693,1.3,1.00,disorder_max*dose_slope_min,air-protect,1.475,0.131,1
975,LiF,Na2O,-1.7601,0.417,0.898,0.000,0.8624,5.0,0.45,group_cross*joint_window,oxyfluoride|weak-transport,1.448,0.065,1
976,BaO,Li2O,-1.7753,0.324,0.898,0.000,0.8828,4.0,0.20,joint_window*transport_min,cross-group,1.188,0.046,1
977,La2O3,NdF3,-1.7814,0.417,0.402,0.000,0.8566,5.5,0.45,joint_window*gap_min,oxyfluoride|weak-transport,0.946,0.098,1
978,CaF2,ZnO,-1.7832,0.269,0.898,0.000,0.8633,3.3,0.60,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.665,0.039,1
979,MgF2,YF3,-1.7974,0.564,0.848,0.000,0.8699,10.0,0.45,air_max*gap_min,cross-group|insulating,1.542,0.145,1
980,MgO,SnO2,-1.8023,0.703,0.735,0.000,0.9078,3.6,0.20,joint_window*gap_min,cross-group,0.879,0.110,1
981,Ag2O,MgO,-1.8025,0.560,0.735,0.000,0.8694,1.3,1.00,joint_window*gap_min,cross-group|air-protect,1.644,0.081,1
982,Cu2O,MnO,-1.8082,0.920,0.113,0.000,0.8535,2.1,1.00,de_avg*joint_window,air-protect|weak-transport|collapse-member,1.537,0.177,1
983,MgO,SiO2,-1.8131,0.285,0.735,0.000,0.8684,7.8,0.20,group_cross*joint_window,cross-group|insulating,0.929,0.057,1
984,CoO,TiF4,-1.8167,0.431,0.307,0.000,0.8729,2.5,0.60,de_avg*joint_window,oxyfluoride|collapse-member,0.773,0.083,1
985,MgF2,Na2O,-1.8263,0.511,0.797,0.000,0.8624,5.0,0.45,air_max*gap_min,oxyfluoride|cross-group|weak-transport,1.414,0.111,1
986,Nd2O3,NdF3,-1.8358,0.376,0.402,0.000,0.8566,4.7,0.45,joint_window*gap_min,oxyfluoride|weak-transport,1.402,0.078,1
987,Nb2O5,ZrF4,-1.8531,0.565,0.348,0.025,0.8924,3.4,0.45,transport_min*blocking_max,oxyfluoride,0.803,0.114,1
988,CaF2,YF3,-1.8535,0.495,0.898,0.000,0.8774,10.0,0.45,air_max*gap_min,cross-group|insulating,0.869,0.128,1
989,Cu2O,TiO2,-1.8790,0.614,0.307,0.000,0.8641,2.1,1.00,de_avg*joint_window,air-protect|weak-transport,1.313,0.109,1
990,TiF4,TiO2,-1.8897,0.375,0.307,0.000,0.8641,3.2,0.45,de_avg*joint_window,oxyfluoride|weak-transport,0.778,0.086,1
991,Fe2O3,TiO2,-1.8979,0.442,0.307,0.000,0.8641,2.2,0.20,air_max*gap_min,weak-transport|collapse-member,1.079,0.082,1
992,CaO,SiO2,-1.9126,0.342,0.898,0.000,0.8684,7.0,0.20,joint_window*transport_min,cross-group|insulating,1.021,0.101,1
993,Nb2O5,TiO2,-1.9205,0.377,0.344,0.021,0.8641,3.2,0.20,air_max*gap_min,weak-transport,0.677,0.088,1
994,Cu2O,MgF2,-1.9285,0.666,0.797,0.000,0.8699,2.1,1.00,joint_window*gap_min,oxyfluoride|cross-group|air-protect,2.119,0.121,0
995,Ag2O,CaF2,-1.9337,0.678,0.898,0.000,0.8694,1.3,1.00,joint_window*gap_min,oxyfluoride|cross-group|air-protect,2.386,0.105,0
996,CaF2,Cu2O,-1.9411,0.563,0.898,0.000,0.8774,2.1,1.00,joint_window*gap_min,oxyfluoride|cross-group|air-protect,1.986,0.084,1
997,Li2O,Na2O,-1.9415,0.392,0.898,0.000,0.8624,5.0,0.20,group_cross*joint_window,weak-transport,1.308,0.067,1
998,CaF2,MgF2,-1.9446,0.746,0.898,0.000,0.8699,12.0,0.45,group_cross*joint_window,insulating,1.494,0.192,1
999,CaO,MgO,-1.9457,0.847,0.898,0.000,0.9112,7.0,0.20,group_cross*joint_window,insulating,0.945,0.106,1
1000,Li2O,ZnO,-1.9565,0.312,0.898,0.000,0.8633,3.3,0.60,joint_window*gap_min,cross-group|weak-transport,1.332,0.044,1
1001,Cu2O,Li2O,-1.9578,0.632,0.898,0.000,0.8828,2.1,1.00,joint_window*gap_min,cross-group|air-protect,1.970,0.096,1
1002,AlF3,Li2O,-1.9582,0.351,0.898,0.000,0.8427,7.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating|weak-transport,1.572,0.072,1
1003,La2O3,NiO,-1.9828,0.285,0.370,0.000,0.8727,4.0,0.60,group_cross*joint_window,cross-group|collapse-member,1.076,0.115,1
1004,LiF,ZnO,-1.9980,0.304,0.898,0.000,0.8633,3.3,0.60,joint_window*gap_min,oxyfluoride|cross-group|weak-transport,1.391,0.043,1
1005,NiO,Ta2O5,-1.9994,0.418,0.310,0.000,0.8766,4.0,0.60,joint_window*gap_min,collapse-member,1.115,0.066,1
1006,Li2O,NiO,-2.0167,0.440,0.898,0.000,0.8828,4.0,0.60,joint_window*transport_min,cross-group|collapse-member,1.271,0.060,1
1007,Cu2O,TiF4,-2.0318,0.593,0.307,0.000,0.8729,2.1,1.00,de_avg*joint_window,oxyfluoride|air-protect,1.426,0.102,1
1008,NiO,ZrF4,-2.0414,0.774,0.165,0.000,0.8924,4.0,0.60,de_avg*joint_window,oxyfluoride|collapse-member,0.898,0.151,1
1009,CoO,Nd2O3,-2.0468,0.613,0.402,0.000,0.9117,2.5,0.60,group_cross*joint_window,cross-group|collapse-member,1.426,0.138,1
1010,LiF,NiO,-2.0521,0.501,0.898,0.000,0.8889,4.0,0.60,joint_window*transport_min,oxyfluoride|cross-group|collapse-member,1.338,0.062,1
1011,Nd2O3,ZrO2,-2.0572,0.786,0.402,0.000,0.9159,4.7,0.20,joint_window*gap_min,cross-group,1.234,0.132,1
1012,CaO,Li2O,-2.0684,0.465,0.898,0.000,0.8828,7.0,0.20,joint_window*transport_min,cross-group|insulating,0.921,0.109,1
1013,Nb2O5,TiF4,-2.0749,0.419,0.344,0.021,0.8729,3.4,0.45,disorder_max*dose_slope_min,oxyfluoride,0.821,0.103,1
1014,Fe2O3,Nd2O3,-2.0787,0.516,0.402,0.000,0.8827,2.2,0.20,group_cross*joint_window,cross-group|collapse-member,1.885,0.089,1
1015,CaF2,GeO2,-2.0865,0.518,0.898,0.000,0.8297,4.5,0.45,transport_min*blocking_max,oxyfluoride|cross-group|weak-transport,1.407,0.057,1
1016,Li2O,SnO2,-2.0924,0.463,0.898,0.000,0.8828,3.6,0.20,joint_window*gap_min,cross-group,1.158,0.064,1
1017,La2O3,ZrO2,-2.1007,0.442,0.370,0.000,0.8727,5.5,0.20,joint_window*gap_min,cross-group,0.785,0.098,1
1018,Li2O,SrO,-2.1030,0.435,0.898,0.000,0.8737,6.0,0.20,disorder_max*dose_slope_min,cross-group,0.902,0.077,1
1019,CaF2,SiO2,-2.1078,0.427,0.898,0.000,0.8684,9.0,0.45,air_max*gap_min,oxyfluoride|cross-group|insulating,1.416,0.110,1
1020,Ag2O,Li2O,-2.1217,0.701,0.898,0.000,0.8694,1.3,1.00,joint_window*gap_min,cross-group|air-protect,1.876,0.113,1
1021,CaF2,Na2O,-2.1252,0.257,0.898,0.000,0.8624,5.0,0.45,air_max*gap_min,oxyfluoride|cross-group|weak-transport,1.582,0.044,1
1022,LiF,SnO2,-2.1417,0.508,0.898,0.000,0.8889,3.6,0.45,joint_window*gap_min,oxyfluoride|cross-group,1.285,0.062,1
1023,Nb2O5,NiO,-2.1451,0.713,0.323,0.000,0.9115,3.4,0.60,air_max*transport_min,collapse-member,0.911,0.103,1
1024,GeO2,Li2O,-2.1627,0.559,0.898,0.000,0.8297,4.5,0.20,transport_min*blocking_max,cross-group|weak-transport,1.485,0.068,1
1025,Ag2O,LiF,-2.1656,0.697,0.898,0.000,0.8694,1.3,1.00,joint_window*gap_min,oxyfluoride|cross-group|air-protect,1.863,0.111,1
1026,CaF2,MgO,-2.2062,0.469,0.898,0.000,0.8774,7.8,0.45,group_cross*joint_window,oxyfluoride|insulating,1.416,0.100,1
1027,GeO2,LiF,-2.2090,0.524,0.898,0.000,0.8297,4.5,0.45,transport_min*blocking_max,oxyfluoride|cross-group|weak-transport,1.687,0.055,1
1028,Li2O,LiF,-2.2476,0.709,0.898,0.000,0.8828,7.0,0.45,group_cross*joint_window,oxyfluoride|insulating,1.195,0.101,1
1029,CoO,La2O3,-2.2570,0.271,0.370,0.000,0.8727,2.5,0.60,group_cross*joint_window,cross-group|collapse-member,0.881,0.082,1
1030,CoO,NiO,-2.2679,1.316,0.057,0.035,0.9115,2.5,0.60,de_avg*joint_window,collapse-member,0.875,0.297,1
1031,CaF2,Li2O,-2.2789,0.361,0.898,0.000,0.8774,7.0,0.45,joint_window*transport_min,oxyfluoride|cross-group|insulating,1.352,0.080,1
1032,Cu2O,La2O3,-2.3025,0.545,0.370,0.000,0.8727,2.1,1.00,disorder_max*dose_slope_min,cross-group|air-protect,1.528,0.115,1
